RARAD 1/0J  400.00,RTIMIS1/0O  400.00
RARAD 1/0J  400.00,RCARAD1/1L  400.00
RARAD 1/0J  400.00,XSA_AR11    400.00
XOVE/0J     400.00,ALCOA/D4    400.00
XOVE/0J     400.00,BOIMENTE/D9 400.00
MFZSO 11/0J 400.00,MSAJI 11/25 400.00
MFZSO 11/0J 400.00,MSAJO 11/26 400.00
DUBROVO/0J  400.00,SK 4/1L     400.00
DUBROVO/0J  400.00,STIP/2D     400.00
DUBROVO/0J  400.00,MARIOVO/2U  400.00
DUBROVO/0J  400.00,XTH_DU11    400.00
STIEFENCA/0J220.00,SSILS/3X    220.00
RNADAB1B/0K 400.00,RORADE1A/1E 400.00
RNADAB1B/0K 400.00,XBE_NA11    400.00
VALDEOLE/0K 220.00,AGUAYO/J2   220.00
VALDEOLE/0K 220.00,CILLAMAY/JM 220.00
VALDEOLE/0K 220.00,MATAPORQ/JX 220.00
MGOD  11/0K 400.00,MGDOL 11/0S 400.00
MGOD  11/0K 400.00,MSAJO 11/26 400.00
MGOD  11/0K 400.00,XGO_LE11    400.00
SAATHAL/0K  220.00,SBREITE/18  220.00
SAATHAL/0K  220.00,SGRYNAU/21  220.00
CBAB__11/0K 400.00,CBEZ__11/0R 400.00
CBAB__11/0K 400.00,CEME__11/34 400.00
CBAB__11/0K 400.00,CRAL__11/71 400.00
CBAB__11/0K 400.00,CVYS__11/8F 400.00
RDOMNE1/0L  400.00,RBUC.S1/0M  400.00
RDOMNE1/0L  400.00,RBRAZI1/1F  400.00
RDOMNE1/0L  400.00,RGROZV1/1N  400.00
RDOMNE1/0L  400.00,RGROZV1/1N  400.00
BUNIEL/0L   400.00,GARO-BAR/ED 400.00
BUNIEL/0L   400.00,GRIJOTA/EI  400.00
MGOD  11/0L 220.00,MZUGL 21/2U 220.00
ALTOMONTE/0L380.00,LATTARICO/7C380.00
ALTOMONTE/0L380.00,LAINO/AS    380.00
SAIROLO/0L  380.00,SLAVORGO/2H 380.00
SAIROLO/0L  380.00,SMETTLEN/2T 380.00
SAIROLO/0L  380.00,SULRICHEN/49380.00
SAIROLO/0L  380.00,XAI_PA11    380.00
RBUC.S1/0M  400.00,RPELIC1/0Q  400.00
RBUC.S1/0M  400.00,RGR.IA1/0R  400.00
RBUC.S1/0M  400.00,RPIPER1/1M  400.00
MAGAÑA/0M   220.00,SENGRACI/N3 220.00
MAGAÑA/0M   220.00,ONCALA/QM   220.00
MAGAÑA/0M   220.00,TREVAGO/S0  220.00
SALTGASS/0M 220.00,SMETTLEN/2U 220.00
SALTGASS/0M 220.00,STHALWILL/44220.00
CERRATO/0N  400.00,GRIJOTA/EI  400.00
CERRATO/0N  400.00,SS REYES/HQ 400.00
SASPHARD/0N 380.00,SGOESGEN/1W 380.00
